Region_ID,Monsoon_Intensity_Index,Topographic_Wetness_Index,River_Discharge_Rate_CMS,Deforestation_Rate_Pct,Urban_Impervious_Pct,Soil_Moisture_Anomaly,Flood_Probability,Flood_Target_Binary
Chao_Phraya_TH,74.36284386616639,16.44902503194199,1564.3618848210524,27.566674884918502,16.67803868139847,0.6580046962855288,0.6030031967945377,0
Red_River_VN,57.222951196978165,10.753842465397849,205.2190163281646,35.16615656498445,34.86589918847899,0.3582938872891728,0.411599985032749,0
Mekong_Delta_VN,45.94575409487985,16.092284096760057,1109.9519682958469,11.53888428411802,35.50553888207576,0.7346500394529814,0.54133456239261,0
Red_River_VN,62.301348394898355,11.934956699393373,279.3761495719484,14.406374082336622,53.27984660798333,0.8733119822079705,0.5811878342456707,0
Red_River_VN,83.5266809031139,14.355789861286611,4054.892387514218,76.17833861529361,17.20629652099415,0.4287708415588619,0.5386854008082318,0
Indus_Plain_PK,79.96127751150095,16.632906924153374,150.0,49.35597679824375,38.22848251699513,0.2840327891467741,0.4860201339447232,0
Mekong_Delta_VN,73.74564570895228,19.12732373623998,150.0,37.570108819066824,22.692751250506138,0.7257589611346631,0.7013190984788579,1
Mekong_Delta_VN,65.60767423947443,15.931746102375651,3428.4400549452334,37.91159036286151,82.92720243378189,0.4734343822813239,0.6244622169251075,1
Mekong_Delta_VN,60.76554533115136,13.149011883773657,3946.777040151619,34.75252480186698,15.82531340760508,0.7762130533305339,0.4790958248658124,0
Red_River_VN,65.86740233763896,14.295063380749916,1779.557463579457,23.95489584726161,37.49959413539592,0.39861397385793457,0.4953926502386564,0
Chao_Phraya_TH,78.9448033002297,16.49682327719802,994.6009294842918,67.67680976242707,8.682494635822025,0.3280501363667332,0.5374188390299824,0
Mekong_Delta_VN,82.14266857130066,14.77168450102825,701.4299936729902,42.38594419236253,16.827737704160846,0.0394957193249712,0.42842157217177523,0
Ayeyarwady_MM,64.33498529108824,11.22239876529083,323.6003563269317,21.923785273501284,66.25869881578689,0.32880567689753687,0.4677101710121693,0
Red_River_VN,100.0,14.467323036208134,1721.4461621283315,5.253549539522651,21.44266180649998,0.16068763243561912,0.46440366024407126,0
Indus_Plain_PK,69.2936528608788,16.6716551311273,1756.2542131271957,3.296463923901096,40.21549906098619,0.4907829140114576,0.5142479382162507,0
Chao_Phraya_TH,63.14262370091137,18.299775993585598,1582.7081041339059,43.84300636981756,33.68693690539054,0.3295468833700448,0.5243368073192541,0
Ayeyarwady_MM,88.65937214053372,12.698836708569756,3916.279834887793,39.01639282200273,63.592091736608594,0.26237928247327724,0.5921632143160468,0
Ayeyarwady_MM,39.463848583328144,8.926370996463751,273.29279459422173,11.380914933190803,71.46019200245202,0.8354950761605195,0.5043907646298912,0
Indus_Plain_PK,74.72047172391498,6.8050385873358366,2882.601801924439,50.282991271661515,45.4047552622516,0.346461325989918,0.4875505313418188,0
Chao_Phraya_TH,66.98082250313384,15.046040417427063,1334.9472405348972,16.585055861668426,40.654679920359946,0.44867354880335447,0.482230713904098,0
Red_River_VN,88.27458047819901,7.593017875560236,716.787443077218,49.57760768740011,19.92820914335056,0.36229378400312007,0.49745099652267305,0
Ganges_Brahmaputra_BD,76.46892702110269,13.52412918072786,2975.5136640811693,37.013534551524344,40.40271649631131,0.0,0.45568644253275614,0
Chao_Phraya_TH,69.94743037778322,15.94856787172646,572.6373363821147,22.808088792727172,30.437837347896696,0.45215037647925377,0.5079564356968057,0
Indus_Plain_PK,77.27687316565168,11.977828021363061,682.6465738997605,43.561687979805995,40.586886101639756,0.5930818934179936,0.5437892668975527,0
Ayeyarwady_MM,53.22184763030947,7.7129809990132685,16986.316854283148,39.96250358486409,26.732631879016267,0.5673505856557062,0.4271403854729916,0
Red_River_VN,81.53547768270403,8.468187650390831,5707.63718907132,11.994336471322658,41.65902893772368,0.4088871699936387,0.48666616394582946,0
Chao_Phraya_TH,49.1757994018114,9.556587494321182,3105.6524604654255,39.46729917288383,32.82031295563311,0.3893221621853194,0.40668622126768433,0
Ganges_Brahmaputra_BD,73.01896333140111,12.103019077323735,986.5714983216888,31.866938368830038,54.27356644373954,0.12758509602637097,0.4769382452310121,0
Ganges_Brahmaputra_BD,68.49860077520434,16.35327162045733,2000.4922407420727,38.695762803153464,14.099500245353033,0.11676574066248857,0.3840920989661598,0
Mekong_Delta_VN,43.31723593080005,12.53762166578593,351.9872792773413,7.859435332550489,76.41338187347561,0.34484350255731344,0.43062116844290244,0
Mekong_Delta_VN,68.9651888133447,19.390553117639534,1056.6213242556757,4.940930447806337,20.46685818521161,0.6639943786193421,0.6753726899943968,1
Indus_Plain_PK,71.94781452388818,15.830813601118487,183.01621329087277,10.058137338334404,32.2562000549351,0.5104360441045278,0.549628986631281,0
Chao_Phraya_TH,58.831736364590924,13.445537983979222,2450.305279720244,8.788795494376215,35.576109053183686,0.4668813970946301,0.5288391868588199,0
Chao_Phraya_TH,53.82609201620349,12.271016331399686,5065.796832022757,12.851210579995017,47.594037670723544,0.2881965467309431,0.4067457314731571,0
Ayeyarwady_MM,74.89048364799756,10.907464989534565,4311.76828622572,38.36341951584593,24.487093094552527,0.5341523563026431,0.498761945858149,0
Ayeyarwady_MM,73.07241001625134,12.977735588141073,5040.116918479018,36.78323683126578,43.0718016328544,0.42959213676843083,0.4396807652875825,0
Ayeyarwady_MM,71.1754672495566,14.235545060455982,498.9057338568304,23.704593234784195,54.20185880569943,0.5257870365662516,0.563059399519454,0
Mekong_Delta_VN,68.12378481296837,13.527881270425699,2730.1661418692015,23.921800517161234,8.599251548456786,0.7756232689429938,0.506016068265792,0
Chao_Phraya_TH,60.06811776234164,10.904451854536596,8165.492333666755,35.45306827684813,32.92527072201727,0.8089225618083873,0.5264983299843117,0
Chao_Phraya_TH,99.81054033730676,9.197848591116282,3975.4416941605673,20.87891028932626,12.589533802582006,0.2601764041235121,0.4805364413622484,0
Ganges_Brahmaputra_BD,63.82336823652676,18.46021039444638,150.0,28.385496440725554,20.732852000252265,0.2719916319524051,0.42233630902880925,0
Mekong_Delta_VN,55.88841291143703,14.52959346737784,5563.148341995895,12.494806508946276,17.477055351500688,0.33485035999532586,0.46135950569976436,0
Red_River_VN,68.76198185294187,13.637608595587157,3180.910154036226,36.99899912376933,15.473263638831156,0.26784942631099806,0.46192550611497085,0
Mekong_Delta_VN,65.46682535164436,14.120440574038575,338.466353080463,3.779882039140082,72.3599243034879,0.7399592396546222,0.6045107995894345,0
Red_River_VN,63.49882068216913,16.02435954888766,979.2095531582684,49.03958618372617,55.479052142434206,0.42172847197782354,0.5744348769034279,0
Ganges_Brahmaputra_BD,94.23986526848381,11.002827085337612,325.0345145518116,37.04740439910648,30.799773067850456,0.44125188245318303,0.5942933409513383,0
Indus_Plain_PK,52.1835305479355,12.085118287842656,3402.4424360213184,4.666411605464198,37.33171260767026,0.5574741613784286,0.45651292586246006,0
Chao_Phraya_TH,68.52411896311187,10.09199640340549,150.0,13.542937060945558,16.654730928142012,0.4869329745127725,0.4492375013151085,0
Ganges_Brahmaputra_BD,53.12257765100084,12.476994181261896,1623.9491107209992,36.24741263644748,8.413845863480683,0.33400780239367467,0.38792187028677244,0
Chao_Phraya_TH,60.4256532004556,10.336983033377825,22264.05508564728,36.003640926241566,28.827883955573125,0.18659370538469744,0.36933214140508264,0
Ayeyarwady_MM,92.30562329853045,9.27960440216506,4952.182091078193,10.952760453246862,50.343614849639565,0.5302844204805242,0.6228307161450759,1
Indus_Plain_PK,71.9402307801065,7.317008581062997,2300.596139912501,34.35518215100851,20.322617814870693,0.2088794570677151,0.4258748564580875,0
Indus_Plain_PK,71.77118833263738,17.805717229371467,3078.282960020294,8.76729249929288,37.94380585393815,0.7510967116950292,0.6892012474585045,1
